time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1996-11-19T16:19:10.200Z,35.229,77.848,33,5,mb,,,,1.04,us,usp0007t87,2014-11-07T01:01:36.766Z,Kashmir-Xinjiang border region,earthquake,,,,36,reviewed,us,us
1996-11-19T14:56:39.930Z,35.309,77.738,33,4,mb,,,,1.44,us,usp0007t85,2014-11-07T01:01:36.761Z,Kashmir-Xinjiang border region,earthquake,,,,3,reviewed,us,us
1996-11-19T13:19:44.000Z,35.342,77.63,33,4.8,mb,,,,1.06,us,usp0007t7w,2014-11-07T01:01:36.737Z,Kashmir-Xinjiang border region,earthquake,,,,21,reviewed,us,us
1996-11-19T13:14:29.360Z,35.298,78.254,33,4.4,mb,,,,1.13,us,usp0007t7v,2014-11-07T01:01:36.735Z,Kashmir-Xinjiang border region,earthquake,,,,1,reviewed,us,us
1996-11-19T10:44:46.060Z,35.345,78.133,33,6.9,mwc,,,,1.12,us,usp0007t7m,2020-09-15T19:13:41.502Z,Kashmir-Xinjiang border region,earthquake,,,,,reviewed,us,hrv
1996-11-12T04:20:58.770Z,29.919,77.172,53.7,4.5,mb,,,,0.79,us,usp0007svu,2020-09-15T19:11:54.864Z,"Uttar Pradesh, India",earthquake,,9.6,,3,reviewed,us,us
1996-10-11T00:05:08.220Z,33.55,76.299,33,4.6,mb,,,,0.94,us,usp0007r8q,2014-11-07T01:01:22.000Z,Kashmir-India border region,earthquake,,,,1,reviewed,us,us
1996-09-25T07:12:23.060Z,30.44,78.584,33,4.6,mb,,,,1.2,us,usp0007qep,2014-11-07T01:01:13.140Z,"Uttaranchal, India",earthquake,,,,4,reviewed,us,us
1996-09-14T02:12:07.230Z,30.748,78.307,33,4.8,mb,,,,0.9,us,usp0007pxa,2014-11-07T01:01:10.299Z,"Uttaranchal, India",earthquake,,,,2,reviewed,us,us
1996-09-14T00:22:57.200Z,32.834,76.371,33,4.6,mb,,,,1.11,us,usp0007px7,2014-11-07T01:01:10.290Z,"Himachal Pradesh, India",earthquake,,,,5,reviewed,us,us
1996-08-17T15:47:59.140Z,33.592,75.73,33,3.4,mb,,,,1.5,us,usp0007nq5,2014-11-07T01:00:59.609Z,eastern Kashmir,earthquake,,,,3,reviewed,us,us
1996-08-09T12:05:38.420Z,35.634,80.959,33,4,mb,,,,0.9,us,usp0007nae,2014-11-07T01:00:57.440Z,Xinjiang-Xizang border region,earthquake,,,,10,reviewed,us,us
1996-08-08T14:58:21.610Z,33.981,72.876,33,4.8,mb,,,,1,us,usp0007n8y,2014-11-07T01:00:56.952Z,Pakistan,earthquake,,,,42,reviewed,us,us
1996-08-03T13:33:24.220Z,30.761,79.029,33,3.9,mb,,,,1,us,usp0007n2k,2014-11-07T01:00:55.296Z,"Uttaranchal, India",earthquake,,,,5,reviewed,us,us
1996-07-17T06:56:06.950Z,31.391,78.551,33,4.6,mb,,,,1.4,us,usp0007m5d,2014-11-07T01:00:48.177Z,western Xizang-India border region,earthquake,,,,6,reviewed,us,us
1996-07-14T00:40:06.170Z,32.627,76.524,33,4.1,mb,,,,0.8,us,usp0007m15,2014-11-07T01:00:47.665Z,"Himachal Pradesh, India",earthquake,,,,4,reviewed,us,us
1996-07-06T13:39:42.290Z,35.997,80.199,33,4.1,mb,,,,1.3,us,usp0007ksp,2014-11-07T01:00:46.579Z,Xinjiang-Xizang border region,earthquake,,,,8,reviewed,us,us
1996-06-18T02:46:10.970Z,30.525,79.266,33,4,mb,,,,0.6,us,usp0007jxd,2014-11-07T01:00:38.609Z,"Uttaranchal, India",earthquake,,,,2,reviewed,us,us
1996-05-24T16:23:43.430Z,34.387,72.209,39.8,4.1,mb,,,,1,us,usp0007hrk,2014-11-07T01:00:29.006Z,Pakistan,earthquake,,13.4,,19,reviewed,us,us
1996-05-23T23:51:13.650Z,32.707,76.492,34.8,4.2,mb,,,,1.2,us,usp0007hqt,2014-11-07T01:00:28.944Z,"Himachal Pradesh, India",earthquake,,17.8,,13,reviewed,us,us
1996-05-16T17:18:44.750Z,33.274,76.404,51.6,3.9,mb,,,,1.6,us,usp0007hfu,2014-11-07T01:00:27.645Z,Kashmir-India border region,earthquake,,,,10,reviewed,us,us
1996-05-15T15:02:04.470Z,33.264,75.978,33,3.4,mb,,,,0.9,us,usp0007hew,2014-11-07T01:00:27.497Z,eastern Kashmir,earthquake,,,,2,reviewed,us,us
1996-05-09T08:25:45.050Z,32.844,76.334,59.5,4,mb,,,,0.7,us,usp0007h54,2014-11-07T01:00:26.204Z,"Himachal Pradesh, India",earthquake,,17,,13,reviewed,us,us
1996-05-08T12:31:51.010Z,35.015,72.588,33,4.1,mb,,,,1,us,usp0007h43,2014-11-07T01:00:26.062Z,Pakistan,earthquake,,,,9,reviewed,us,us
1996-04-21T01:09:49.320Z,34.741,73.258,36.7,4,mb,,,,0.8,us,usp0007gdx,2014-11-07T01:00:18.365Z,Pakistan,earthquake,,13.9,,14,reviewed,us,us
1996-04-15T04:23:37.500Z,35.66,75.676,33,3.7,mb,,,,1.3,us,usp0007g6r,2014-11-07T01:00:17.087Z,northwestern Kashmir,earthquake,,,,7,reviewed,us,us
1996-04-13T00:01:11.770Z,31.449,73.514,48.7,4.4,mb,,,,1,us,usp0007g3j,2014-11-07T01:00:16.749Z,Pakistan,earthquake,,,,17,reviewed,us,us
1996-04-01T08:08:02.640Z,31.496,73.461,43.3,5.2,mwc,,,,1,us,usp0007fkx,2020-09-15T18:43:14.549Z,Pakistan,earthquake,,,,,reviewed,us,hrv
1996-03-26T08:30:25.270Z,30.651,79.102,47.4,4.8,mb,,,,0.8,us,usp0007fab,2014-11-07T01:00:08.599Z,"Uttaranchal, India",earthquake,,,,46,reviewed,us,us
1996-03-25T06:31:21.300Z,33.135,73.374,18.7,4.6,mb,,,,1,us,usp0007f8w,2014-11-07T01:00:08.448Z,Pakistan,earthquake,,10.1,,40,reviewed,us,us
1996-03-23T20:49:29.510Z,35.762,78.651,33,3.6,mb,,,,1.2,us,usp0007f6j,2014-11-07T01:00:08.172Z,Kashmir-Xinjiang border region,earthquake,,,,8,reviewed,us,us
1996-03-13T06:04:21.140Z,35.504,79.028,33,4.2,mb,,,,0.8,us,usp0007ep5,2014-11-07T01:00:05.802Z,Kashmir-Xinjiang border region,earthquake,,,,4,reviewed,us,us
1996-03-05T17:07:31.710Z,35.988,78.154,33,3.8,mb,,,,1.4,us,usp0007ecb,2014-11-07T01:00:04.059Z,Kashmir-Xinjiang border region,earthquake,,,,4,reviewed,us,us
1996-03-05T14:47:52.030Z,35.685,78.497,33,5.3,mb,,,,1,us,usp0007ec8,2014-11-07T01:00:03.936Z,Kashmir-Xinjiang border region,earthquake,,,,79,reviewed,us,us
1996-03-02T09:27:57.290Z,35.714,77.536,99,4,mb,,,,1,us,usp0007e84,2014-11-07T01:00:02.411Z,Kashmir-Xinjiang border region,earthquake,,23.4,,12,reviewed,us,us
1996-02-29T09:01:49.080Z,34.694,77.598,33,3.9,mb,,,,1.4,us,usp0007e5b,2014-11-07T00:59:59.651Z,eastern Kashmir,earthquake,,,,5,reviewed,us,us
1996-02-28T10:20:08.130Z,35.641,78.53,33,4.8,mb,,,,1,us,usp0007e3b,2014-11-07T00:59:59.443Z,Kashmir-Xinjiang border region,earthquake,,,,54,reviewed,us,us
1996-02-27T23:55:16.260Z,35.665,78.595,33,3.8,mb,,,,1,us,usp0007e29,2014-11-07T00:59:59.255Z,Kashmir-Xinjiang border region,earthquake,,,,9,reviewed,us,us
1996-02-26T21:37:51.390Z,32.765,72.642,33,3.9,mb,,,,0.8,us,usp0007dzw,2014-11-07T00:59:59.013Z,Pakistan,earthquake,,,,8,reviewed,us,us
1996-02-26T20:27:37.090Z,35.729,78.702,33,4,mb,,,,1.2,us,usp0007dzt,2014-11-07T00:59:59.009Z,Kashmir-Xinjiang border region,earthquake,,,,11,reviewed,us,us
1996-02-20T02:55:48.670Z,33.972,72.722,17.9,4.8,mb,,,,1.2,us,usp0007dh6,2014-11-07T00:59:56.475Z,Pakistan,earthquake,,,,63,reviewed,us,us
1996-02-17T22:52:58.560Z,34.667,80.739,33,4,mb,,,,1.2,us,usp0007d85,2014-11-07T00:59:54.939Z,western Xizang,earthquake,,,,7,reviewed,us,us
1996-02-17T19:10:26.010Z,34.644,80.265,33,3.9,mb,,,,1.1,us,usp0007d6u,2014-11-07T00:59:54.797Z,western Xizang,earthquake,,,,5,reviewed,us,us
1996-02-14T01:52:24.210Z,35.068,72.77,33,3.9,mb,,,,0.7,us,usp0007cvx,2014-11-07T00:59:53.329Z,Pakistan,earthquake,,,,4,reviewed,us,us
1996-02-11T17:41:18.600Z,35.958,78.597,33,4,mb,,,,0.9,us,usp0007cru,2014-11-07T00:59:52.406Z,Kashmir-Xinjiang border region,earthquake,,,,3,reviewed,us,us
1996-01-30T17:53:29.600Z,35.604,77.533,76.8,4.5,mb,,,,0.9,us,usp0007c0e,2014-11-07T00:59:44.759Z,Kashmir-Xinjiang border region,earthquake,,17.3,,18,reviewed,us,us
1996-01-26T08:57:36.740Z,36.258,77.704,115.6,4.4,mb,,,,0.8,us,usp0007brj,2014-11-07T00:59:43.607Z,"southern Xinjiang, China",earthquake,,5.9,,30,reviewed,us,us
1996-01-23T17:34:41.000Z,30.483,79.413,33,4.3,mb,,,,1,us,usp0007bkj,2014-11-07T00:59:42.841Z,"Uttaranchal, India",earthquake,,,,28,reviewed,us,us
1996-01-23T07:06:54.900Z,31.886,73.042,33,4.5,mb,,,,1,us,usp0007bjx,2020-09-15T18:33:36.320Z,Pakistan,earthquake,,,,1,reviewed,us,us
1996-01-21T18:52:30.720Z,35.554,75.685,33,4.2,mb,,,,1.1,us,usp0007bg5,2014-11-07T00:59:42.404Z,northwestern Kashmir,earthquake,,,,24,reviewed,us,us
1996-01-21T16:43:48.840Z,35.239,75.737,129.9,3.7,mb,,,,1.2,us,usp0007bg0,2014-11-07T00:59:42.393Z,northwestern Kashmir,earthquake,,19.3,,5,reviewed,us,us
1996-01-17T00:22:18.810Z,33.148,76.176,33,4.1,mb,,,,1.3,us,usp0007b7f,2014-11-07T00:59:41.193Z,Kashmir-India border region,earthquake,,,,8,reviewed,us,us
1996-01-08T09:44:10.540Z,35.915,78.269,33,3.7,mb,,,,0.9,us,usp0007amx,2014-11-07T00:59:37.838Z,Kashmir-Xinjiang border region,earthquake,,,,5,reviewed,us,us
1995-12-16T12:58:48.540Z,36.034,81.284,33,4.1,mb,,,,1.1,us,usp0007936,2014-11-07T00:59:26.696Z,"southern Xinjiang, China",earthquake,,,,6,reviewed,us,us
1995-12-10T14:44:52.290Z,34.761,80.127,33,4.1,mb,,,,1.3,us,usp00078r8,2014-11-07T00:59:24.988Z,western Xizang,earthquake,,,,7,reviewed,us,us
1995-12-08T21:00:25.230Z,33.38,72.639,10,4.2,mb,,,,1.4,us,usp00078n1,2014-11-07T00:59:24.294Z,Pakistan,earthquake,,,,5,reviewed,us,us
1995-11-30T05:24:26.050Z,31.73,74.06,78.7,4.1,mb,,,,1,us,usp00077t5,2014-11-07T00:59:14.835Z,India-Pakistan border region,earthquake,,13.2,,10,reviewed,us,us
1995-11-29T20:53:13.580Z,34.07,80.65,33,4,mb,,,,0.7,us,usp00077s2,2014-11-07T00:59:14.701Z,western Xizang,earthquake,,,,7,reviewed,us,us
1995-11-27T21:44:02.090Z,30.693,79.232,37.5,4.6,mb,,,,0.9,us,usp00077nd,2014-11-07T00:59:14.394Z,"Uttaranchal, India",earthquake,,8,,32,reviewed,us,us
1995-11-26T20:21:29.890Z,31.999,78.534,30.4,4.2,mb,,,,0.7,us,usp00077k7,2014-11-07T00:59:14.111Z,western Xizang-India border region,earthquake,,7,,16,reviewed,us,us
1995-11-17T01:31:57.600Z,35.766,80.843,33,4.1,mb,,,,1.3,us,usp00076zk,2014-11-07T00:59:11.425Z,Xinjiang-Xizang border region,earthquake,,,,9,reviewed,us,us
1995-11-14T20:40:47.450Z,35.727,80.769,33,4.4,mb,,,,1.2,us,usp00076uy,2014-11-07T00:59:10.923Z,Xinjiang-Xizang border region,earthquake,,,,18,reviewed,us,us
1995-11-13T19:59:54.060Z,35.307,76.068,33,4.1,mb,,,,1,us,usp00076tc,2014-11-07T00:59:10.681Z,northwestern Kashmir,earthquake,,,,5,reviewed,us,us
1995-10-21T19:39:39.830Z,31.432,78.963,33,4.9,mb,,,,0.5,us,usp00075hk,2014-11-07T00:58:59.941Z,western Xizang-India border region,earthquake,,,,1,reviewed,us,us
1995-10-08T18:38:00.780Z,35.985,73.499,33,3.9,mb,,,,1.2,us,usp00074u3,2014-11-07T00:58:55.325Z,northwestern Kashmir,earthquake,,,,12,reviewed,us,us
1995-10-04T16:35:50.310Z,35.549,77.601,16.3,4.6,mb,,,,1.1,us,usp00074gn,2014-11-07T00:58:53.763Z,Kashmir-Xinjiang border region,earthquake,,,,44,reviewed,us,us
1995-09-05T07:44:02.160Z,31.214,77.863,45.7,4.2,mb,,,,0.9,us,usp00072xw,2014-11-07T00:58:41.239Z,"Himachal Pradesh, India",earthquake,,11.9,,12,reviewed,us,us
1995-08-17T17:47:51.850Z,33.849,76.369,33,4.1,mb,,,,0.5,us,usp00071zr,2014-11-07T00:58:33.019Z,Kashmir-India border region,earthquake,,,,6,reviewed,us,us
1995-08-07T00:12:21.770Z,29.862,81.536,30.1,4.1,mb,,,,1.3,us,usp00071hy,2014-11-07T00:58:30.024Z,Nepal,earthquake,,7,,12,reviewed,us,us
1995-08-03T03:05:44.440Z,29.968,81.538,26.5,4.7,ms,,,,1.3,us,usp00071cq,2014-11-07T00:58:28.503Z,Nepal,earthquake,,,,1,reviewed,us,us
1995-06-17T10:06:06.230Z,34.203,76.209,39.6,4.6,mb,,,,1.1,us,usp0006z8y,2014-11-07T00:58:09.581Z,eastern Kashmir,earthquake,,8.2,,40,reviewed,us,us
1995-05-12T21:04:51.320Z,35.674,80.673,33,3.9,mb,,,,1.3,us,usp0006x85,2014-11-07T00:57:54.714Z,Xinjiang-Xizang border region,earthquake,,,,5,reviewed,us,us
1995-05-04T00:07:03.970Z,35.702,77.207,33,3.7,mb,,,,0.7,us,usp0006wte,2014-11-07T00:57:52.017Z,Kashmir-Xinjiang border region,earthquake,,,,2,reviewed,us,us
1995-05-01T21:48:20.500Z,35.617,80.752,33,3.9,mb,,,,1.1,us,usp0006wph,2014-11-07T00:57:50.346Z,Xinjiang-Xizang border region,earthquake,,,,8,reviewed,us,us
1995-04-26T19:19:31.940Z,35.478,73.145,33,4.5,mb,,,,1,us,usp0006wdh,2014-11-07T00:57:46.488Z,northwestern Kashmir,earthquake,,,,5,reviewed,us,us
1995-04-17T17:34:34.290Z,29.694,81.448,22.6,4.7,mb,,,,1,us,usp0006vu0,2014-11-07T00:57:43.126Z,Nepal,earthquake,,,,9,reviewed,us,us
1995-04-17T01:32:45.040Z,29.691,81.52,18.8,4.8,mb,,,,1.1,us,usp0006vss,2014-11-07T00:57:42.918Z,Nepal,earthquake,,,,29,reviewed,us,us
1995-03-30T15:13:53.290Z,35.839,74.19,33,4.3,mb,,,,1.1,us,usp0006uxz,2014-11-07T00:57:34.401Z,northwestern Kashmir,earthquake,,,,9,reviewed,us,us
1995-03-24T11:52:32.950Z,32.564,75.998,33,4.9,mb,,,,0.8,us,usp0006unn,2014-11-07T00:57:33.104Z,Kashmir-India border region,earthquake,,,,49,reviewed,us,us
1995-02-04T07:10:44.480Z,31.105,81.714,33,4.2,mb,,,,0.9,us,usp0006sbq,2014-11-07T00:57:16.848Z,western Xizang,earthquake,,,,7,reviewed,us,us
1994-12-29T16:01:18.230Z,35.655,80.663,33,5.5,mb,,,,1,us,usp0006qkj,2020-09-15T17:34:49.255Z,Xinjiang-Xizang border region,earthquake,,,,15,reviewed,us,us
1994-12-08T13:01:32.760Z,30.439,79.686,67.9,4.9,mb,,,,0.7,us,usp0006pta,2014-11-07T00:56:56.015Z,"Uttaranchal, India",earthquake,,24.1,,4,reviewed,us,us
1994-10-22T09:35:22.970Z,35.587,80.573,33,4.6,mb,,,,1.2,us,usp0006mh1,2014-11-07T00:56:32.622Z,Xinjiang-Xizang border region,earthquake,,,,19,reviewed,us,us
1994-10-02T12:58:49.390Z,34.17,74.598,33,4.5,mb,,,,0.5,us,usp0006kan,2014-11-07T00:56:25.756Z,southwestern Kashmir,earthquake,,,,14,reviewed,us,us
1994-09-02T10:09:55.760Z,35.733,80.054,33,4.2,mb,,,,0.9,us,usp0006hv6,2014-11-07T00:56:12.668Z,Xinjiang-Xizang border region,earthquake,,,,8,reviewed,us,us
1994-09-02T06:57:53.540Z,35.721,80.954,33,4.2,mb,,,,1.3,us,usp0006huy,2014-11-07T00:56:12.636Z,Xinjiang-Xizang border region,earthquake,,,,3,reviewed,us,us
1994-08-20T21:11:31.710Z,33.822,76.418,33,4.5,mb,,,,1,us,usp0006h8f,2014-11-07T00:56:06.636Z,Kashmir-India border region,earthquake,,,,18,reviewed,us,us
1994-08-01T02:25:14.470Z,31.721,80.129,33,4.5,mb,,,,0.8,us,usp0006gcq,2014-11-07T00:55:57.418Z,western Xizang,earthquake,,,,10,reviewed,us,us
1994-07-31T23:53:36.580Z,31.682,80.266,35.1,4.8,mb,,,,0.9,us,usp0006gck,2014-11-07T00:55:55.990Z,western Xizang,earthquake,,19.3,,15,reviewed,us,us
1994-07-02T20:34:11.930Z,32.537,76.113,33,3.9,mb,,,,1.4,us,usp0006f33,2014-11-07T00:55:48.871Z,"Himachal Pradesh, India",earthquake,,,,6,reviewed,us,us
1994-05-13T09:19:53.250Z,32.493,75.53,33,4.4,mb,,,,1.3,us,usp0006cg4,2014-11-07T00:55:28.249Z,Kashmir-India border region,earthquake,,,,11,reviewed,us,us
1994-04-15T09:44:18.780Z,34.566,74.072,33,4.5,mb,,,,0.9,us,usp0006b4h,2014-11-07T00:55:18.460Z,southwestern Kashmir,earthquake,,,,18,reviewed,us,us
1994-03-30T16:39:24.360Z,36.254,72.973,33,4.1,mb,,,,1.2,us,usp0006ad3,2014-11-07T00:55:11.653Z,Afghanistan-Tajikistan-Pakistan region,earthquake,,,,5,reviewed,us,us
1994-03-29T00:25:59.280Z,30.612,79.502,33,4.1,mb,,,,0.8,us,usp0006ab5,2014-11-07T00:55:11.416Z,"Uttaranchal, India",earthquake,,,,5,reviewed,us,us
1993-11-14T13:20:37.670Z,30.658,80.356,33,4.4,mb,,,,0.9,us,usp00063pv,2014-11-07T00:54:24.850Z,western Xizang-India border region,earthquake,,,,6,reviewed,us,us
1993-10-29T00:41:41.750Z,36.234,77.735,147.8,4.8,mb,,,,0.9,us,usp00062vb,2014-11-07T00:54:15.973Z,"southern Xinjiang, China",earthquake,,,,40,reviewed,us,us
1993-09-25T23:24:36.470Z,32.122,80.635,33,4.5,mb,,,,0.8,us,usp000611v,2014-11-07T00:54:02.748Z,western Xizang,earthquake,,,,5,reviewed,us,us
1993-09-15T15:08:13.480Z,33.322,75.74,33,5,mb,,,,0.9,us,usp00060ds,2014-11-07T00:53:58.386Z,eastern Kashmir,earthquake,,,,55,reviewed,us,us
1993-08-19T03:49:27.210Z,30.085,80.037,33,4.4,mb,,,,1.2,us,usp0005ytm,2014-11-07T00:53:45.985Z,western Xizang-India border region,earthquake,,,,22,reviewed,us,us
1993-08-16T02:09:14.700Z,30.955,78.955,33,4,mb,,,,1,us,usp0005ymr,2014-11-07T00:53:44.596Z,"Uttaranchal, India",earthquake,,,,3,reviewed,us,us
1993-07-17T17:55:34.410Z,31.801,81.731,33,4.5,mb,,,,0.8,us,usp0005wu9,2014-11-07T00:53:31.567Z,western Xizang,earthquake,,,,8,reviewed,us,us
1993-06-15T23:12:24.830Z,35.629,77.788,33,5,mw,,,,1.2,us,usp0005un6,2016-11-09T22:46:10.405Z,Kashmir-Xinjiang border region,earthquake,,,,,reviewed,us,hrv
1993-06-14T07:30:17.480Z,35.568,78.407,33,5.1,mb,,,,1,us,usp0005uj6,2014-11-07T00:53:14.974Z,Kashmir-Xinjiang border region,earthquake,,,,75,reviewed,us,us
1993-06-13T13:07:09.300Z,36.259,76.758,33,4.3,mb,,,,1.6,us,usp0005ugq,2014-11-07T00:53:14.819Z,Kashmir-Xinjiang border region,earthquake,,,,5,reviewed,us,us
1993-06-08T14:30:37.320Z,33.585,72.746,33,4.8,mb,,,,1.2,us,usp0005u7f,2014-11-07T00:53:11.904Z,Pakistan,earthquake,,,,28,reviewed,us,us
1993-05-08T07:00:20.740Z,35.614,78.414,25.1,4.6,mb,,,,1.1,us,usp0005sdm,2014-11-07T00:52:59.000Z,Kashmir-Xinjiang border region,earthquake,,,,28,reviewed,us,us
1993-04-26T20:03:06.200Z,35.9,78.485,33,4.4,mb,,,,0.7,us,usp0005rtq,2014-11-07T00:52:52.352Z,Kashmir-Xinjiang border region,earthquake,,,,2,reviewed,us,us
1993-04-26T16:24:07.220Z,34.538,80.506,33,4.5,mb,,,,1,us,usp0005rtk,2014-11-07T00:52:52.345Z,western Xizang,earthquake,,,,10,reviewed,us,us
1993-04-08T21:30:45.190Z,35.372,75.318,33,4.6,mb,,,,1.4,us,usp0005qw5,2014-11-07T00:52:47.827Z,northwestern Kashmir,earthquake,,,,17,reviewed,us,us
1993-04-08T06:37:19.410Z,35.291,75.551,33,3.5,mb,,,,0.5,us,usp0005qv0,2014-11-07T00:52:47.205Z,northwestern Kashmir,earthquake,,,,2,reviewed,us,us
1993-04-08T05:27:59.980Z,35.802,78.298,33,3.8,mb,,,,1.5,us,usp0005quv,2014-11-07T00:52:47.183Z,Kashmir-Xinjiang border region,earthquake,,,,2,reviewed,us,us
1993-04-08T03:49:33.230Z,35.653,77.652,41.7,5.2,mw,,,,1.1,us,usp0005quq,2016-11-09T22:15:31.850Z,Kashmir-Xinjiang border region,earthquake,,8,,,reviewed,us,hrv
1993-02-17T16:06:05.440Z,33.527,72.508,13.4,5,mb,,,,1.1,us,usp0005n82,2014-11-07T00:52:24.906Z,Pakistan,earthquake,,,,44,reviewed,us,us
1993-02-10T20:25:57.370Z,34.531,80.789,10,4.5,mb,,,,1.1,us,usp0005mw8,2014-11-07T00:52:23.397Z,western Xizang,earthquake,,,,17,reviewed,us,us
1993-01-15T08:41:25.850Z,34.442,80.003,33,3.9,mb,,,,1.5,us,usp0005ktd,2014-11-07T00:52:14.121Z,western Xizang,earthquake,,,,4,reviewed,us,us
1993-01-12T08:52:43.010Z,31.169,80.309,33,4.8,mb,,,,1.3,us,usp0005knb,2014-11-07T00:52:13.450Z,western Xizang,earthquake,,,,22,reviewed,us,us
1993-01-12T06:19:19.940Z,34.435,80.544,33,4.7,mb,,,,1.3,us,usp0005kn7,2014-11-07T00:52:13.439Z,western Xizang,earthquake,,,,20,reviewed,us,us
1992-12-24T17:08:48.160Z,35.76,80.605,33,4.8,mb,,,,1.1,us,usp0005jsp,2014-11-07T00:52:04.962Z,Xinjiang-Xizang border region,earthquake,,,,42,reviewed,us,us
1992-12-08T21:13:33.940Z,34.832,80.184,33,4.2,mb,,,,1.2,us,usp0005hzw,2014-11-07T00:52:01.372Z,western Xizang,earthquake,,,,3,reviewed,us,us
1992-11-06T11:47:42.970Z,34.584,79.921,12.2,4.6,mb,,,,1,us,usp0005gd9,2014-11-07T00:51:49.517Z,Kashmir-Xizang border region,earthquake,,,,21,reviewed,us,us
1992-10-18T09:16:23.530Z,35.156,81.637,33,4.3,mb,,,,0.9,us,usp0005fgx,2014-11-07T00:51:41.111Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
1992-10-13T13:36:04.480Z,36.154,73.908,33,4.5,mb,,,,0.9,us,usp0005f9p,2014-11-07T00:51:39.744Z,northwestern Kashmir,earthquake,,,,5,reviewed,us,us
1992-09-16T18:50:03.370Z,35.603,80.409,33,4.4,mb,,,,1.5,us,usp0005e32,2014-11-07T00:51:29.175Z,Xinjiang-Xizang border region,earthquake,,,,12,reviewed,us,us
1992-09-16T18:25:50.530Z,34.211,79.326,33,4.4,mb,,,,1.4,us,usp0005e30,2014-11-07T00:51:29.171Z,Kashmir-Xizang border region,earthquake,,,,4,reviewed,us,us
1992-09-07T11:10:08.130Z,34.651,80.234,14.9,4.8,mb,,,,1.1,us,usp0005dps,2014-11-07T00:51:26.057Z,western Xizang,earthquake,,,,31,reviewed,us,us
1992-09-06T14:10:55.980Z,32.436,76.338,33,4.6,mb,,,,0.9,us,usp0005dnf,2014-11-07T00:51:25.196Z,"Himachal Pradesh, India",earthquake,,,,7,reviewed,us,us
1992-09-03T00:58:38.320Z,34.66,80.122,33,5.2,ms,,,,1.1,us,usp0005dgu,2014-11-07T00:51:24.383Z,western Xizang,earthquake,,,,1,reviewed,us,us
1992-09-02T02:12:35.080Z,35.858,80.859,10,4.6,mb,,,,1,us,usp0005deb,2014-11-07T00:51:23.324Z,Xinjiang-Xizang border region,earthquake,,,,13,reviewed,us,us
1992-09-01T08:13:46.710Z,34.717,81.318,10,4.6,mb,,,,1.2,us,usp0005dcs,2014-11-07T00:51:22.050Z,western Xizang,earthquake,,,,2,reviewed,us,us
1992-08-26T02:30:56.380Z,34.647,79.977,33,4,mb,,,,0.8,us,usp0005d2m,2014-11-07T00:51:19.064Z,Kashmir-Xizang border region,earthquake,,,,7,reviewed,us,us
1992-08-24T09:59:44.570Z,34.708,80.252,48.9,4.5,mb,,,,1.2,us,usp0005czd,2014-11-07T00:51:18.352Z,western Xizang,earthquake,,10.7,,16,reviewed,us,us
1992-08-24T09:49:57.880Z,34.68,80.237,61.6,4.9,mb,,,,1.1,us,usp0005czb,2014-11-07T00:51:18.338Z,western Xizang,earthquake,,,,52,reviewed,us,us
1992-08-23T00:06:38.380Z,34.522,79.989,33,4.6,mb,,,,1.4,us,usp0005cwv,2014-11-07T00:51:17.978Z,Kashmir-Xizang border region,earthquake,,,,2,reviewed,us,us
1992-08-22T07:25:45.590Z,34.274,80.739,33,3.9,mb,,,,0.9,us,usp0005cvm,2014-11-07T00:51:17.875Z,western Xizang,earthquake,,,,2,reviewed,us,us
1992-08-21T11:12:53.070Z,34.699,80.113,33,4.7,mb,,,,0.8,us,usp0005cuc,2014-11-07T00:51:17.766Z,western Xizang,earthquake,,,,32,reviewed,us,us
1992-08-09T15:16:30.650Z,30.931,78.487,33,4,mb,,,,0.5,us,usp0005c7b,2014-11-07T00:51:14.712Z,"Uttaranchal, India",earthquake,,,,3,reviewed,us,us
1992-07-21T06:16:57.800Z,35.257,81.396,33,4.2,mb,,,,1.5,us,usp0005b7a,2014-11-07T00:51:06.181Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
1992-07-21T05:06:07.580Z,31.473,78.046,33,3.9,mb,,,,0.7,us,usp0005b77,2014-11-07T00:51:06.177Z,western Xizang-India border region,earthquake,,,,2,reviewed,us,us
1992-07-17T21:03:57.250Z,34.397,73.766,33,4.1,mb,,,,0.9,us,usp0005b09,2014-11-07T00:51:04.924Z,Pakistan,earthquake,,,,2,reviewed,us,us
1992-07-17T12:37:45.890Z,35.798,75.475,33,4,mb,,,,1.5,us,usp0005azv,2014-11-07T00:51:04.849Z,northwestern Kashmir,earthquake,,,,5,reviewed,us,us
1992-07-17T08:41:12.580Z,35.603,75.096,33,4.7,mb,,,,1.3,us,usp0005azj,2014-11-07T00:51:04.749Z,northwestern Kashmir,earthquake,,,,29,reviewed,us,us
1992-07-17T06:45:02.030Z,35.589,74.722,28.5,4.9,mb,,,,1,us,usp0005aza,2014-11-07T00:51:04.727Z,northwestern Kashmir,earthquake,,,,47,reviewed,us,us
1992-06-27T18:11:28.000Z,34.417,81.116,33,3.5,mb,,,,1.1,us,usp00059r8,2014-11-07T00:50:54.539Z,western Xizang,earthquake,,,,2,reviewed,us,us
